ID_VUZ,Наименование,Город,Адрес,Телефон,Почта,Сайт,Описание
130,Российский новый университет,Москва,"г. Москва, ул. Радио, д. 22",+7 (495) 727-35-35; +7 (495) 925-03-88,info@rosnou.ru,http://www.rosnou.ru,"В Российском новом университете можно получить высшее образование юриста, экономиста, инженера, бизнес-аналитика, специалиста по рекламе и связям с общественностью, менеджера по туризму, переводчика, психолога, налогового консультанта и другие."
131,"Государственный университет ""Дубна""",Москва,"г. Дубна, ул. Университетская, д. 19",+7 (496) 216-27-27; +7 (496) 216-64-64,dovus@uni-dubna.ru,https://www.uni-dubna.ru/,"Университет ""Дубна"" ведет подготовку специалистов в области естественных, социально-гуманитарных , инженерных, информационных наук, а также в области экономики и управления для комплексного социально-экономического развития Московской области."
132,Мурманский государственный технический университет,Мурманск,"г. Мурманск, ул. Спортивная, д. 13","+7 (8152) 40-33-33, +7 (8152) 40-33-35, +7 (8152) 40-35-67",abit@mstu.edu.ru,http://www.mstu.edu.ru/,"За свою почти 70-летнюю историю Мурманский государственный технический университет приобрел статус ведущего технического вуза региона по подготовке высококвалифицированных специалистов не только для рыбной промышленности, но и для экономики Мурманской области, Арктического региона и страны в целом."
133,Белорусско-Российский университет,Москва,"Республика Беларусь, г. Могилев,  пр. Мира, д. 43",+3 (7522) 223-00-07 ,bru@bru.by,http://bru.by/,"Белорусско-Российский университет - крупнейший региональный научно-образовательный центр, в состав которого входят институт повышения квалификации и переподготовки кадров, архитектурно-строительный колледж и лицей. Университет предлагает высшее инженерное образование для российских абитуриентов."
134,Московский государственный психолого-педагогический университет,Москва,"г. Москва, ул. Сретенка, д. 29",+7 (495) 632-98-66,priem@mgppu.ru,http://www.mgppu.ru,"Университет создавался при поддержке Московского комитета образования с целью подготовки практико-ориентированных специалистов для квалифицированного решения социальных запросов города в сферах образования, здравоохранения и социальной защиты детства. Университет готовит психологов, педагогов, социальных работников, дефектологов и других специалистов."
135,Московский государственный университет технологий и управления им. К.Г. Разумовского (Первый казачий университет),Москва,"г. Москва, ул. Земляной Вал, д. 73","+7 (495) 915-03-73; +7 (495) 640-54-36, доб. 159",rectorat@mgutm.ru,http://www.mgutm.ru,"Основная специализация Московского государственного университета технологий и управления им. К. Г. Разумовского - подготовка кадров для пищевой промышленности. Сегодня университет готовит специалистов экономического, технологического, механического, биологического и гуманитарного профилей для пищевой и перерабатывающей промышленности, предприятий рыбного хозяйства и массового питания."
136,"Санкт-Петербургский университет Государственной противопожарной службы Министерства Российской Федерации по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий",Санкт-Петербург,"г. Санкт-Петербург, Московский пр-т, д. 149",+7 (812) 369-55-18; +7 (812) 388-47-22; +7 (812) 369-97-95,baranov.n@igps.ru,http://www.igps.ru/,"Основным направлением деятельности университета является подготовка специалистов в рамках направления ""пожарная безопасность"". Вместе с тем готовят специалистов в области высшей математики, системного анализа, законодательного обеспечения и правового регулирования деятельности МЧС России, психологии риска и чрезвычайных ситуаций, бюджетного учета и аудита в организациях МЧС, пожарно-технической экспертизы и дознания по делам о пожарах. В рамках специальности ""Юриспруденция"" университет готовит специалистов по проведению проверок и дознания по делам о пожарах и по правовому обеспечению национальной безопасности."
137,Филиал Московского государственного университета имени М.В. Ломоносова в Севастополе,Севастополь,"г. Севастополь, ул. Героев Севастополя, д. 7",+7 (8692) 48-79-31; +7 (8692) 48-79-07,info@sev.msu.ru,http://sev.msu.ru/,"Филиал МГУ в городе Севастополе - это молодое и динамично развивающееся подразделение легендарного Московского университета, которое готовит математиков, физиков, психологов, географов, историков, филологов, журналистов, экономистов, менеджеров, специалистов по государственному и муниципальному управлению."
138,Челябинский филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,Челябинск,"г. Челябинск, ул. Комарова, д. 26",+7 (351) 771-21-10,information@chel.ranepa.ru,http://chel.ranepa.ru/,"Челябинский филиал РАНХиГС является ведущим вузом региона в сфере подготовки и повышения квалификации государственных и муниципальных служащих, бизнес-образования, подготовки специалистов для современной российской рыночной экономики."
139,Тюменский индустриальный университет,Тюмень,"г. Тюмень, ул.Володарского, д. 38",+7 (3452) 68-57-66; +7 (3452) 28-36-70,general@tyuiu.ru,https://www.tyuiu.ru/,"ТИУ образован в результате реорганизации двух тюменских вузов - государственного нефтегазового и архитектурно-строительного университетов. В соответствии с задачами региона, тюменский опорный вуз призван готовить инженерные кадры новой формации, осуществлять новые технологические и технические прорывы."
140,Университет Иннополис,Казань,"420500, г. Иннополис ул.Университетская, д.1",+7 (843) 203-92-53,university@innopolis.ru,https://university.innopolis.ru,"Университет Иннополис - российский вуз, специализирующийся на образовании и научных исследованиях в области информационных технологий и робототехники."
141,Пермский национальный исследовательский политехнический университет,Пермь,"г. Пермь, Комсомольский пр-т, д. 29",+7 (342) 2-198-065,enter@pstu.ru,http://pstu.ru/,"ПНИПУ - многопрофильное высшее учебное заведение, обеспечивающее качественную подготовку и переподготовку кадров по широкому спектру технических, технологических, естественнонаучных, экономико-управленческих и социально-гуманитарных специальностей и направлений высшего профессионального образования."
142,Пермский государственный аграрно­-технологический университет имени академика Д.Н. Прянишникова,Пермь,"г. Пермь, ул. Петропавловская, д. 23",+7 (342) 2-125-765; +7 (902) 83-59-209,gd@parmail.ru,http://pgsha.ru/today/,"Университет обеспечивает Пермский край выпускниками не только типично сельскохозяйственных отраслей, но и в сфере экономики и финансов, землеустройства и кадастра, ветеринарии, лесного комплекса, переработки и реализации продуктов сельскохозяйственного производства и непродовольственного назначения, сервиса автотранспортных средств."
143,Московский государственный областной университет,Москва,"г. Москва, ул. Радио, д. 10, лит. А","+7 (495) 780-09-44, доб. 1410, 1441",priemka@mgou.ru,http://www.mgou.ru,"Московский государственный областной университет ведет подготовку высококвалифицированных профессионалов в области социально-педагогического, естественно-научного знания и точных наук."
144,Московский государственный гуманитарно-экономический университет,Москва,"г. Москва, ул. Лосиноостровская, д. 49",+7 (499) 748-32-30; +7 (499) 748-32-20; +7 (499) 748-32-68,info@mggeu.ru,http://www.mggeu.ru/,"Московский государственный гуманитарно-экономический университет - уникальное образовательное заведение, адаптированное для инвалидов и предоставляющее им возможность получить востребованную на рынке труда специальность."
145,Мытищинский филиал Московского государственного технического университета имени Н.Э. Баумана (национального исследовательского университета),Москва,"г. Мытищи, ул. 1-я Институтская, д. 1",+7 (495) 586-93-35,priem@mgul.ac.ru,http://www.mgul.ac.ru/,"В Мытищинском филиале МГТУ им. Н.Э. Баумана ведется подготовка научных работников и инженерных кадров для лесной, целлюлозно-бумажной и деревообрабатывающей промышленности."
146,Сибирский институт управления - филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,Новосибирск,"г. Новосибирск, ул. Нижегородская, д. 6",+7 (383) 218-09-09; +7 (383) 373-12-91; +7 (383) 373-14-16; +7 (383) 373-12-43,common@siu.ranepa.ru,http://www.siu.ranepa.ru/,"СИУ РАНХиГС - единственное в Сибири специализированное высшее учебное заведение, осуществляющее подготовку, переподготовку и повышение квалификации государственных и муниципальных служащих."
147,Сибирский университет потребительской кооперации,Новосибирск,"г. Новосибирск, пр-т Карла Маркса, д. 26",+7 (383) 346-58-52; +7 (913) 703-05-22,d_select@sibupk.nsk.su,http://www.sibupk.su/,Сибирский университет потребительской кооперации - один из ведущих университетов Западно-Сибирского региона по подготовке высококвалифицированных специалистов для сферы услуг.
148,Институт мировых цивилизаций,Москва,"г. Москва, 1-й Басманный пер., д. 3, стр. 1",+7 (495) 607-01-15; +7 (499) 261-11-26; +7 (499) 261-78-82,info@imc-i.ru,http://www.imc-i.ru,"Институт мировых цивилизаций готовит специалистов в области менеджмента и экономики, юриспруденции, политологии, рекламы, политологии и зарубежного регионоведения."
149,Нижегородский государственный архитектурно-строительный университет,Нижний Новгород,"г. Нижний Новгород, ул. Ильинская, д. 65.",+7 (831) 434-02-91,srec@nngasu.ru,http://www.nngasu.ru/,"Нижегородский государственный архитектурно-строительный университет развивается как учебно-научно-инновационнный комплекс, ведущий центр образовательной деятельности, научных исследований и инноваций в сфере профессионального образования, архитектуры и строительства, инженерной экологии, ЖКХ, экологически безопасного строительства и городского хозяйства в Приволжском федеральном округе."
150,Российский новый университет,Москва,"г. Москва, ул. Радио, д. 22",+7 (495) 727-35-35; +7 (495) 925-03-88,info@rosnou.ru,http://www.rosnou.ru,"В Российском новом университете можно получить высшее образование юриста, экономиста, инженера, бизнес-аналитика, специалиста по рекламе и связям с общественностью, менеджера по туризму, переводчика, психолога, налогового консультанта и другие."
151,Саратовский национальный исследовательский государственный университет имени Н.Г. Чернышевского,Саратов,"г. Саратов, ул. Астраханская, д. 83",+7 (8452) 51-92-26,cpk@info.sgu.ru,http://www.sgu.ru/,"Университет готовит специалистов по самым современным и востребованным сегодня направлениям - гуманитарным, естественно-научным, педагогическим, компьютерным и др."
152,Мурманский арктический государственный университет,Мурманск,"г. Мурманск, ул. Капитана Егорова, д. 15",+7 (815) 221-38-01,masu@masu.edu.ru,http://www.masu.edu.ru/,"Мурманский арктический государственный университет - одно из крупнейших высших учебных заведений Мурманской области. В МАГУ ведется качественная подготовка специалистов в сфере естествознания, искусства, математики, экономики, информационных технологий, педагогики и др."
153,Российский университет кооперации,Москва,"Московская обл., г. Мытищи, ул. Веры Волошиной, д. 12/30",+7 (495) 640-57-11; +7 (495) 233-50-03,priem@ruc.su,www.ruc.su,"Российский университет кооперации готовит специалистов в области экономики, менеджмента, информационных технологий, юриспруденции, сервиса и туризма, педагогов, социальных работников."
154,Краснодарский филиал Финансового университета при Правительстве Российской Федерации,Краснодар,"г. Краснодар, ул. Шоссе Нефтяников, ул. им. Федора Лузана, д. 32/34",+7 (861) 215-63-63,krasnodar@fa.ru,http://www.fa.ru/fil/krasnodar/Pages/Home.aspx,"Краснодарский филиал Финансового университета ведет подготовку экономистов, менеджеров и других специалистов с высшим образованием."
155,Уфимский филиал Финансового университета,Уфа,"г. Уфа, ул. М. Карима, д. 69/1","+7 (347)253-08-35, +7 (347)253-08-23",ufa@fa.ru,http://www.old.fa.ru/fil/ufa/Pages/default.aspx,"Уфимский филиал Финансового университета ведет подготовку специалистов в области экономики, финансов и менеджмента."
156,Башкирский государственный педагогический университет им. М. Акмуллы,Уфа,"г. Уфа, ул. Октябрьской революции, д. 3а",+7 (347) 272-11-16,office@bspu.ru,https://bspu.ru/,"Башкирский государственный педагогический университет им. М. Акмуллы - это ведущий педагогический вуз в Республике Башкортостан, который готовит специалистов в различных областях - социальной, культурной, естественно-научной, в сфере образования, информационных технологий, переводоведения, искусства и т. д."
157,Казанский инновационный университет имени В.Г. Тимирясова,Казань,"г. Казань, ул. Московская, д. 42",+7 (843) 231-92-90; +7 (843) 231-92-97,info@ieml.ru,https://ieml.ru/,"Казанский инновационный университет имени В.Г. Тимирясова - крупнейший и ведущий негосударственный вуз Татарстана и Поволжья, представляющий собой инновационный научно-образовательный комплекс с сетью филиалов в городах республики."
158,Нижегородский государственный инженерно-экономический университет,Нижний Новгород,"Нижегородская обл., г. Княгинино, ул. Октябрьская, д. 22, лит. А",+7 (831) 664-15-47,ngiei-126@mail.ru,http://ngiei.ru/,"Нижегородский государственный инженерно-экономический университет готовит специалистов, способных работать в разных отраслях и сферах деятельности: экономики, управления, агроинженерии, информационных технологий, сервиса, автотранспорта и других."
159,Волгоградский государственный социально-педагогический университет,Волгоград,"г. Волгоград, пр. им. В. И. Ленина, д. 27",+7 (8442) 24-13-60,vspu@vspu.ru,www.vspu.ru,Университет готовит педагогические кадры для Волгоградского региона.
160,Ижевский государственный технический университет имени М. Т. Калашникова,Ижевск,"г. Ижевск, ул. Студенческая, д. 7","+7 (3412) 77-60-55, +7 (3412) 77-20-22",info@istu.ru,http://www.istu.ru/,"Ижевский государственный технический университет имени М.Т. Калашникова - один из ведущих технических вузов Приволжского федерального округа. Университет ведёт подготовку специалистов в области приборостроения, машиностроения, электроэнергетики, теплоэнергетики, робототехники, информатики и вычислительной техники, а также экономистов, юристов, менеджеров и т. д."
161,Воронежский институт высоких технологий,Воронеж,"г. Воронеж, ул. Ленина, д. 73 а","+7 (473) 202-04-20,  +7 (473) 220-56-05, 8-800-555-60-54",info@vivt.ru,http://vivt.ru/,"Воронежский институт высоких технологий - автономная некоммерческая образовательная организация высшего образования, которая реализует программы: ""Информатика и вычислительная техника"", ""Информационные системы и технологии"", ""Менеджмент"", ""Управление персоналом"" и ""Пожарная безопасность""."
162,"Белгородский университет кооперации, экономики и права",Белгород,"г. Белгород, ул. Садовая, д. 116а",+7 (4722) 26-08-48,common@bukep.ru,http://www.bukep.ru,"Белгородский университет кооперации, экономики и права является одним из ведущих экономических вузов России, в котором создана многоуровневая система непрерывной подготовки кадров, включающая в себя среднее профессиональное, высшее и дополнительное образование."
163,Удмуртский государственный университет,Ижевск,"г. Ижевск, ул. Университетская, д. 1","+7 (3412) 68-16-10,  +7 (3412) 52-57-97",rector@udsu.ru,http://udsu.ru/,"Удмуртский государственный университет - университет, готовящий лингвистов, историков, экономистов, социологов, юристов, геологов, биологов и химиков. Университет поддерживает и активно развивает международное сотрудничество с партнерскими вузами, направленное на повышение качества образования,повышение академической мобильности студентов, аспирантов и научно-педагогических сотрудников."
164,Южный федеральный университет,Ростов-на-Дону,"г. Ростов-на-Дону, ул. Б. Садовая, д. 105/42",+7 (863) 263-31-58; +7 (863) 263-84-98; 8-800-700-33-98,info@sfedu.ru,http://sfedu.ru/,Южный федеральный университет - крупнейший научно-образовательный центр Юга России. Основные задачи ЮФУ - подготовка высококвалифицированных специалистов по самым востребованным специальностям; развитие фундаментальных и прикладных исследований; включение в международные исследовательские и образовательные сети.
165,Южно-Уральский институт управления и экономики,Челябинск,"г. Челябинск, ул. Комаровского, д. 9-а, ул. ул. Кожзаводская, д. 1","+7 (351) 726-22-11, +7 (351) 726-22-00, +7 (351) 731-01-10, +7 (351) 731-01-18",contact@inueco.ru,http://www.inueco.ru/,"Южно-Уральский институт управления и экономики ведёт подготовку юристов, экономистов, менеджеров, специалистов в сфере государственного и муниципального управления, в сфере IT, таможенного дела, дизайнеров, архитекторов."
166,Международный институт дизайна и сервиса,Челябинск,"г. Челябинск, ул. Ворошилова, д. 12",+7 (351) 216-10-10,info@rbiu.ru,http://midis.info/,"Международный институт дизайна и сервиса (ранее - Русско-Британский Институт Управления) осуществляет подготовку дизайнеров, экономистов, специалистов в области менеджмента, управления персоналом, бизнес-информатики, сервиса, туризма и гостиничного дела."
167,Байкальский государственный университет,Иркутск,"г. Иркутск, ул. Ленина, д. 11",+7 (3952) 50-00-05,priem@bgu.ru,http://bgu.ru,"Байкальский государственный университет осуществляет подготовку экономистов, юристов, журналистов, психологов, специалистов в области прикладной информатики, менеджмента, лесного дела, управления персоналом, государственного и муниципального управления, социальной работы, международных отношений, торгового дела, таможенного дела, землеустройства и кадастров, гуманитарных наук и изящных искусств."
168,Московский экономический институт,Москва,"г. Москва, ул. Артюхиной, д. 6, корп. 1",+7 (495) 374-81-31; +7 (499) 178-72-02; +7 (499) 178-08-00; +7 (499) 179-72-47,info@noumei.ru,http://www.noumei.ru/,"В Московском экономическом институте можно получить самые современные и востребованные на рынке труда профессии: экономиста, юриста, психолога, дизайнера, менеджера по управлению персоналом, специалиста по государственному и муниципальному управлению, бизнес-информатика."
169,Иркутский государственный университет,Иркутск,"г. Иркутск, ул. Карла Маркса, д. 1 ","+7 (3952) 521-555, +7 (3952) 521-777", rector@isu.ru,https://isu.ru/ru/index.html,"Иркутский государственный университет является крупнейшим в регионе научным и образовательным учреждением естественно-научного и гуманитарного профилей. Обучение в университете ведется по всему спектру естественно-научных, математических, гуманитарных, общественных, педагогических, лингвистических, а также частично инженерных дисциплин."
170,Иркутский государственный университет путей сообщения,Иркутск,"г. Иркутск, ул. Чернышевского, д. 15 ",+7 (3952) 638-340,mail@irgups.ru,https://www.irgups.ru/,"Иркутский государственный университет путей сообщения - мощный региональный отраслевой университетский комплекс, ведущий многоуровневое образование для транспортной отрасли страны."
171,Иркутский национальный исследовательский технический университет,Иркутск,"г. Иркутск, ул. Лермонтова, д. 83 ",+7 (3952) 40-54-05,cpk@istu.edu,http://www.istu.edu/,"ИРНИТУ – это крупнейшее высшее учебное заведение, являющееся центром образования, науки и культуры Восточной Сибири. Университет осуществляет подготовку архитекторов, инженеров-геодезистов, горных инженеров-геофизиков и геологов, специалистов в области строительства, информационной безопасности, тепло- и электроэнергетики, машиностроения, нефтегазового дела и ряда других технических и гуманитарных специальностей."
172,"Государственный университет ""Дубна""",Москва,"г. Дубна, ул. Университетская, д. 19",+7 (496) 216-27-27; +7 (496) 216-64-64,dovus@uni-dubna.ru,https://www.uni-dubna.ru/,"Университет ""Дубна"" ведет подготовку специалистов в области естественных, социально-гуманитарных , инженерных, информационных наук, а также в области экономики и управления для комплексного социально-экономического развития Московской области."
173,Южно-Уральский государственный университет,Челябинск,"г. Челябинск, пр. Ленина, д. 76",+7 (351) 267-94-52,prkom@susu.ru,https://www.susu.ru/ru,"Южно-Уральский государственный университет – один из ведущих вузов России. Университет ведет подготовку бакалавров, специалистов, магистров и аспирантов более чем по 300 направлениям технических, социально-экономических, юридических, естественно-научных и других областей."
174,Кабардино-Балкарский государственный университет имени Х. М. Бербекова,Нальчик,"г. Нальчик, ул. Чернышевского, д. 173",+7 (8662) 42-25-60,yka@kbsu.ru,https://kbsu.ru/,"Кабардино-Балкарский государственный университет имени Х. М. Бербекова - один из ведущих научных, образовательных, информационных, социокультурных центров Кабардино-Балкарской республики. Ежегодно вуз выпускает до двух тысяч специалистов, по степени оснащенности занимает передовые позиции среди других классических вузов России."
175,Одинцовский филиал Московского государственного института международных отношений (университета) Министерства иностранных дел Российской Федерации,Москва,"г. Одинцово, ул. Ново-Cпортивная, д. 3",+7 (495) 661-71-22,info@odin.mgimo.ru,http://odin.mgimo.ru/,Одинцовский филиал МГИМО МИД России ведет подготовку специалистов международных отношений. Особое внимание уделяется подготовке профессионалов для субъектов Российской Федерации.
176,Кабардино-Балкарский государственный аграрный университет им. В.М. Кокова,Нальчик,"г. Нальчик, пр. Ленина, д.1В",+7 (8662) 40-56-97; +7 (8662) 40-41-07,kbgsha@rambler.ru,http://www.kbgau.ru/,"Кабардино-Балкарский государственный аграрный университет имени В.М. Кокова - это полноценный университетский комплекс с обширным спектром подготовки специалистов разных уровней. Здесь можно получить образование по аграрной, экономической, ветеринарной, строительной и технологической сферам."
177,Рязанский государственный радиотехнический университет,Рязань,"г. Рязань, ул. Гагарина, д. 59/1 ",+7 (4912) 46-04-24,rgrtu@rsreu.ru,http://www.rsreu.ru/,"Рязанский государственный радиотехнический университет - многопрофильный вуз, который готовит специалистов в области радиотехники, электроники, автоматики, информатики, информационной безопасности, экономики и управления."
178,Камский институт гуманитарных и инженерных технологий,Ижевск,"г. Ижевск, ул. им. Вадима Сивкова, д. 12А",+7 (3412) 51-17-60,kigit@bk.ru,http://www.kigit.ru/,"Камский институт гуманитарных и инженерных технологий готовит инженеров, инженеров-механиков, строителей, архитекторов, специалистов в области социологии, философии, деловой коммуникации и др."
179,Алтайский государственный педагогический университет,Барнаул,"г. Барнаул, ул. Молодежная, д. 55",+7 (3852) 62-95-39,pricom@altspu.ru,https://www.altspu.ru/,"Алтайский государственный педагогический университет – старейший вуз Алтайского края. Вуз готовит учителей, воспитателей, психологов, логопедов, тренеров, педагогов дополнительного образования и др."
180,Алтайский государственный технический университет им. И.И. Ползунова,Барнаул,"г. Барнаул, пр. Ленина, д. 46",+7 (3852) 29-07-29,cpk@agtu.secna.ru,https://www.altstu.ru/,"Алтайский государственный технический университет готовит специалистов для отраслей электроэнергетики, строительства, машиностроения, пищевой и химической промышленности, экономики, туризма и др."
181,Алтайский государственный университет,Барнаул,"г. Барнаул, пр. Ленина, д. 61",+7 (3852) 29-12-22,prcom@asu.ru,http://www.asu.ru/,"Алтайский государственный университет - научный, образовательный и культурный центр Сибири, играющий заметную роль в жизни региона. Диплом Алтайского госуниверситета — прочный фундамент для успешной карьеры на государственной и муниципальной службе, в бизнесе и науке, в области международных отношений и др."
182,Оренбургский государственный аграрный университет,Оренбург,"г. Оренбург, ул. Челюскинцев, д. 18",+7 (3532) 30-65-45,ogau@esoo.ru,http://orensau.ru/,"Оренбургский государственный аграрный университет – это современный вуз, осуществляющий подготовку специалистов инженерных, агрономических, ветеринарных, лесохозяйственных, управленческих, информационно-технических, юридических и прочих профессий."
183,Оренбургский государственный университет,Оренбург,"г. Оренбург, пр. Победы, д. 13","+7 (3532) 77-66-72, +7 (3532) 37-25-55",priem@mail.osu.ru,http://www.osu.ru/,"Оренбургский государственный университет — самый крупный, динамично развивающийся вуз региона. Он успешно сочетает базовые традиции классического университетского образования и инновационные подходы в учебных процессах и исследовательской деятельности."
184,Оренбургский филиал Поволжского государственного университета телекоммуникаций и информатики,Оренбург,"г. Оренбург, ул. Пролетарская /Юркина, д. 249/76","+7 (3532) 53-50-50, +7 (3532) 52-01-23",oren_pgati@mail.ru,http://www.oren-psuti.ru/,"Оренбургский филиал ПГУТИ готовит инженеров по телекоммуникациям, инженеров связи, программистов, системных администраторов, IT-специалистов, Web-дизайнеров, администраторов баз данных, дизайнеров компьютерной графики, специалистов по рекламе и связям с общественностью, менеджеров и др."
185,Академия маркетинга и социально-информационных технологий - ИМСИТ,Краснодар,"г. Краснодар, ул. Зиповская, д. 5",+7 (861) 278-22-70,pk@imsit.ru,http://imsit.ru/,"Академия маркетинга и социально-информационных технологий – ИМСИТ готовит специалистов в сфере маркетинга, менеджмента, финансов, регионоведения, филологии, мировой экономики, информационно-инженерных технологий."
186,Московский информационно-технологический университет – Московский архитектурно-строительный институт,Москва,"г. Москва, Волгоградский пр-т, д. 32, корп. 11",+7 (495) 925-53-53 ,info@masi.ru,http://mitu-masi.ru,"МИТУ-МАСИ – негосударственное учебное учреждение, на базе которого можно получить как высшее, так и среднее профессиональное образование в области строительства и дизайна, а также по перспективным гуманитарным, экономическим и информационным специальностям."
187,Тамбовский государственный технический университет,Тамбов,"г. Тамбов, ул. Мичуринская, д. 112",+7 (4752) 63-04-88,uov@nnn.tstu.ru ,http://www.tstu.ru/,"Тамбовский государственный технический университет готовит специалистов в высокотехнологичных отраслях: наноиндустрии, биохимии и биоэкономики, машиностроения для химической, нефтехимической и пищевой промышленности, приборостроения и систем навигации для аэрокосмической отрасли, строительной индустрии."
188,Тамбовский государственный университет имени Г. Р. Державина,Тамбов,"г. Тамбов, Комсомольская площадь, д. 5",+7 (4752) 53-22-22,abiturient@tsutmb.ru,http://www.tsutmb.ru/,"Тамбовский государственный университет имени Г. Р. Державина готовит специалистов в области физико-математических, естественных, гуманитарных, социальных, политических наук, в сфере педагогического образования, здравоохранения и многих других областях."
